"payment_month","user_id","game_name","language","age","total_revenue","mrr","paid_users","arppu","new_paid_users","new_mrr","churned_users","churn_rate","churned_revenue","revenue_churn_rate","expansion_mrr","contraction_mrr","lt","ltv"
2022-04-01,K/6KHxREKTlFZXRfBNVNuQ==,game 3,ru,19,41.46,41.46,1,41.4600,1,41.46,,0.0000,,,,,6.0,41.46
2022-04-01,l3sFUsG2qpcnrEzwRnjvtQ==,game 3,ru,15,59.73,59.73,1,59.7300,,,1,1.0000,59.73,0.0401,21.63,,1.0,97.83
2022-04-01,lCD23Awt3KotauWenCRr5w==,game 3,uk,20,47.94,47.94,1,47.9400,1,47.94,,0.0000,,,,,3.0,47.94
2022-04-01,Lug+Yg90jslWgHEN6dc+Ng==,game 3,uk,21,82.23,82.23,1,82.2300,1,82.23,1,1.0000,82.23,0.0552,,,8.0,82.23
2022-04-01,nklUUkirU5GYU5ZtNOgx8w==,game 3,ru,20,19.11,19.11,1,19.1100,1,19.11,,0.0000,,,,,7.0,19.11
2022-04-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,uk,24,31.68,31.68,1,31.6800,1,31.68,,0.0000,,,,,8.0,31.68
2022-04-01,o55dseByUOl9s5IQCz1kuQ==,game 3,uk,22,86.88,86.88,1,86.8800,,,,0.0000,,,63.72,,5.0,110.04
2022-04-01,ojVPXYZw2oeGtcmG7LcLGA==,game 3,en,20,21.33,21.33,1,21.3300,1,21.33,,0.0000,,,,,5.0,21.33
2022-04-01,orbgZNBGuhZZx63HTAbyIw==,game 3,uk,25,62.13,62.13,1,62.1300,1,62.13,,0.0000,,,,,6.0,62.13
2022-04-01,OwODWxXcsV4bBnhONiLkwg==,game 3,uk,25,14.37,14.37,1,14.3700,1,14.37,1,1.0000,14.37,0.0096,,,0.0,14.37
2022-04-01,pz7LUOs9i7xgncmHVxQvOw==,game 3,ru,24,19.5,19.5,1,19.5000,,,,0.0000,,,,-17.01,5.0,56.01
2022-04-01,s27V1tbCAysovKSY1XcdWQ==,game 3,uk,34,39.48,39.48,1,39.4800,,,,0.0000,,,16.53,,4.0,62.43
2022-04-01,ShEJVi+TtuQlvdw2uetd/Q==,game 3,uk,22,131.97,131.97,1,131.9700,1,131.97,,0.0000,,,,,2.0,131.97
2022-04-01,SyWxmJ+Ha8K2C9UJt8blVA==,game 3,ru,25,16.8,16.8,1,16.8000,,,1,1.0000,16.8,0.0113,,-38.82,8.0,72.42
2022-04-01,T+RA0/fgzbUBLF89D4AEDA==,game 3,ru,23,45.48,45.48,1,45.4800,,,1,1.0000,45.48,0.0305,29.37,,6.0,61.59
2022-04-01,TWDA+aUZ8OPMHOtz5cPPXA==,game 3,ru,20,62.58,62.58,1,62.5800,1,62.58,,0.0000,,,,,7.0,62.58
2022-04-01,V7J42heW8l19wiBJ8UpRyw==,game 3,ru,25,36.84,36.84,1,36.8400,,,,0.0000,,,,-12.96,9.0,86.64
2022-04-01,Veep00i4vvZbTAVD6GMoiA==,game 3,uk,38,48.33,48.33,1,48.3300,,,1,1.0000,48.33,0.0324,35.61,,8.0,61.05
2022-04-01,W6fRYNhsTNHQkvkoFEUaVQ==,game 3,uk,16,57.72,57.72,1,57.7200,,,,0.0000,,,9.39,,9.0,106.05
2022-04-01,WAdVK2sJHdBL0bCFyVa0ww==,game 3,uk,14,24.09,24.09,1,24.0900,1,24.09,1,1.0000,24.09,0.0162,,,0.0,24.09
2022-04-01,Wua5DlzLb2yNeSrcG9Xi3g==,game 3,uk,23,59.85,59.85,1,59.8500,1,59.85,,0.0000,,,,,6.0,59.85
2022-04-01,xiXTXOEbWU+HnGOUmgc9/w==,game 3,uk,20,99.84,99.84,1,99.8400,,,,0.0000,,,75.66,,5.0,124.02
2022-04-01,xnLJlU804PSS9tXKmm7gZQ==,game 3,ru,21,26.61,26.61,1,26.6100,1,26.61,,0.0000,,,,,8.0,26.61
2022-04-01,Y/nf8iBu/UCaNAuIRRjVwA==,game 3,uk,15,20.43,20.43,1,20.4300,,,,0.0000,,,,-3.84,7.0,44.70
2022-04-01,ZmjMhgyYl6o8iFq964FEWg==,game 3,ru,17,56.70,56.70,1,56.7000,,,,0.0000,,,2.10,,9.0,111.30
2022-04-01,zSepnWFgLH0tQb1s4mxKZQ==,game 3,uk,24,71.52,71.52,1,71.5200,,,,0.0000,,,48.51,,9.0,94.53
2022-04-01,ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,uk,22,42.18,42.18,1,42.1800,1,42.18,,0.0000,,,,,8.0,42.18
2022-05-01,"06RPvlsFPCmM9ag+iSM/Ag==",game 3,ru,34,28.32,28.32,1,28.3200,,,,0.0000,,,16.29,,7.0,40.35
2022-05-01,"0A5RkQrm+GBgG7KSFk/xhw==",game 3,uk,31,13.8,13.8,1,13.8000,1,13.8,,0.0000,,,,,6.0,13.8
2022-05-01,"2FYEYdoJMUOtbJ6TruruWA==",game 3,ru,20,30.33,30.33,1,30.3300,,,,0.0000,,,,-26.52,8.0,87.18
2022-05-01,"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,uk,23,72.06,72.06,1,72.0600,,,,0.0000,,,17.10,,7.0,127.02
2022-05-01,"3iITAz/ADjFv3PDTgTjxSg==",game 3,ru,16,15.69,15.69,1,15.6900,,,,0.0000,,,,-65.73,6.0,120.87
2022-05-01,"3rCdNEPkh3vwmYB0BVadEw==",game 3,ru,27,22.86,22.86,1,22.8600,1,22.86,1,1.0000,22.86,0.0063,,,3.0,22.86
2022-05-01,"3Whh6FLR1MSfsuHKVdCEYQ==",game 3,uk,21,12.36,12.36,1,12.3600,,,,0.0000,,,,-47.31,8.0,72.03
2022-05-01,"4b7l8C489HEJirtoe7xtFg==",game 3,uk,20,26.40,26.40,1,26.4000,,,,0.0000,,,11.46,,9.0,68.49
2022-05-01,"4btLP2zvi8eBV0t08fdkKQ==",game 3,ru,20,91.68,91.68,1,91.6800,,,,0.0000,,,,-34.29,9.0,235.44
2022-05-01,"4oH5e29koOH9zNYW8Kwcsg==",game 3,uk,28,12.99,12.99,1,12.9900,1,12.99,1,1.0000,12.99,0.0036,,,3.0,12.99
2022-05-01,"6We7zBO7mVbNxGEl/xPKVg==",game 3,uk,19,22.74,22.74,1,22.7400,1,22.74,,0.0000,,,,,7.0,22.74
2022-05-01,"72brUr/DKItStlTen5pHYg==",game 3,uk,24,19.92,,1,19.9200,,,,0.0000,,,,,8.0,44.07
2022-05-01,"75lEf3nSWLSf6GncqhR9gQ==",game 3,ru,22,58.26,58.26,1,58.2600,,,,0.0000,,,,-7.71,6.0,138.33
2022-05-01,"787jk0VnxM8/sv/0TkvO6A==",game 3,uk,20,36.75,36.75,1,36.7500,,,,0.0000,,,,-16.74,9.0,138.69
2022-05-01,"7EPlnA7OQ9MhMx+od6FA9g==",game 3,ru,23,51.18,51.18,1,51.1800,,,,0.0000,,,,-62.97,9.0,324.00
2022-05-01,"7ew71UmoMb73L41PM/YL/w==",game 3,uk,17,32.10,32.10,1,32.1000,1,32.10,,0.0000,,,,,6.0,32.10
2022-05-01,"7GE5h/3N3lcro3K9T3aujw==",game 3,ru,32,118.95,118.95,1,118.9500,,,,0.0000,,,60.75,,7.0,215.67
2022-05-01,"7SeM1pmnTTTXfhI+x3ldng==",game 3,ru,22,62.61,62.61,1,62.6100,,,1,1.0000,62.61,0.0174,,-43.35,9.0,203.31
2022-05-01,"8TTRdxncZg7Nl0tvfwsZng==",game 3,uk,30,14.25,14.25,1,14.2500,1,14.25,1,1.0000,14.25,0.0040,,,0.0,14.25
2022-05-01,"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,ru,24,12.48,12.48,1,12.4800,1,12.48,,0.0000,,,,,7.0,12.48
2022-05-01,an5Xsrpir8vvhTb50gnppQ==,game 3,uk,43,15.51,15.51,1,15.5100,1,15.51,1,1.0000,15.51,0.0043,,,0.0,15.51
2022-05-01,AN9at3LlvDamqXq8dvHD4w==,game 3,ru,24,66.57,66.57,1,66.5700,,,,0.0000,,,2.07,,9.0,173.10
2022-05-01,aQDvOXzsDAJWi3Y47ptRPg==,game 3,ru,20,39.30,39.30,1,39.3000,,,,0.0000,,,24.09,,2.0,54.51
2022-05-01,b3TBQFxyCxxypmPajF+jXw==,game 3,uk,15,28.68,28.68,1,28.6800,,,,0.0000,,,13.86,,3.0,57.48
2022-05-01,b6lW5fOrJiJUE7dwhEp9VQ==,game 3,ru,17,94.11,94.11,1,94.1100,1,94.11,,0.0000,,,,,7.0,94.11
2022-05-01,B8zuTsAC2iJ98u2nlv/fUw==,game 3,uk,21,39.96,39.96,1,39.9600,1,39.96,1,1.0000,39.96,0.0111,,,5.0,39.96
2022-05-01,Bcs3CbYx2EpbL9otxlEUmg==,game 3,uk,18,30.72,,1,30.7200,,,,0.0000,,,,,7.0,119.94
2022-05-01,BDvlXttM/hbupcLic+5ZWg==,game 3,uk,29,12.93,12.93,1,12.9300,1,12.93,,0.0000,,,,,7.0,12.93
2022-05-01,BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,uk,14,65.73,65.73,1,65.7300,1,65.73,,0.0000,,,,,7.0,65.73
2022-05-01,crKNTIblJ0113SKEtSJQHw==,game 3,uk,16,93.99,93.99,1,93.9900,1,93.99,,0.0000,,,,,7.0,93.99
2022-05-01,Dbff3x5cRk6/tUY3WQdzFQ==,game 3,uk,21,31.2,31.2,1,31.2000,,,,0.0000,,,,-29.37,5.0,91.77
2022-05-01,DorDcyqBWMg5IEaflqn5Xw==,game 3,ru,23,37.62,37.62,1,37.6200,,,,0.0000,,,,-12.54,8.0,87.78
2022-05-01,dpfu6t8G4blqMn55KM8bSg==,game 3,uk,16,33.15,33.15,1,33.1500,,,,0.0000,,,0.12,,7.0,66.18
2022-05-01,DqezK7HAqZ+GovyRuzxD1A==,game 3,uk,23,72.15,72.15,1,72.1500,,,,0.0000,,,,-11.04,3.0,155.34
2022-05-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,ru,18,14.55,14.55,1,14.5500,,,,0.0000,,,,-8.49,7.0,37.59
2022-05-01,er3/fOrRpmyqiRaC0CaFcg==,game 3,uk,21,47.22,47.22,1,47.2200,1,47.22,,0.0000,,,,,7.0,47.22
2022-05-01,FLqAK4qKiMkvlLBgGwbBnQ==,game 3,ru,31,24.36,24.36,1,24.3600,1,24.36,1,1.0000,24.36,0.0068,,,5.0,24.36
2022-05-01,Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,uk,21,20.73,20.73,1,20.7300,,,1,1.0000,20.73,0.0058,,-5.55,8.0,47.01
2022-05-01,Fx9+2aYPOHAS3fdXpLQ9Pg==,game 3,ru,35,31.56,,1,31.5600,,,1,1.0000,31.56,0.0088,,,2.0,44.10
2022-05-01,fXlo39/YD2z9SEVShTXp6w==,game 3,uk,34,17.34,17.34,1,17.3400,1,17.34,1,1.0000,17.34,0.0048,,,0.0,17.34
2022-05-01,GEAVJz1gd3SThbDZR01fcA==,game 3,uk,14,48.30,48.30,1,48.3000,,,,0.0000,,,,-39.06,6.0,135.66
2022-05-01,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,uk,16,67.29,67.29,1,67.2900,,,,0.0000,,,,-61.11,9.0,212.82
2022-05-01,GOl6BQXsy0zvbvIWIoKEQw==,game 3,ru,18,64.65,64.65,1,64.6500,1,64.65,1,1.0000,64.65,0.0180,,,6.0,64.65
2022-05-01,gPRMy8HkmaiyX+13OxuP/A==,game 3,ru,21,22.17,22.17,1,22.1700,,,,0.0000,,,,-33.69,7.0,78.03
2022-05-01,Grpkzd4XIHh+ZbTMNxnUGg==,game 3,ru,30,41.88,41.88,1,41.8800,,,,0.0000,,,6.33,,6.0,77.43
2022-05-01,H2Tik+BqoLgAQX4uSw/8vA==,game 3,uk,30,12.09,12.09,1,12.0900,,,,0.0000,,,,-2.25,5.0,26.43
2022-05-01,Hamw6F2EZmJfI2glmE2NEg==,game 3,ru,24,15.6,15.6,1,15.6000,,,,0.0000,,,,-26.64,7.0,57.84
2022-05-01,HJccOn6v5KHqBa8wRu42oQ==,game 3,uk,20,18.84,,1,18.8400,,,1,1.0000,18.84,0.0052,,,6.0,46.44
2022-05-01,HRBsRwGu5mkTvZBTNpA0tQ==,game 3,ru,17,20.85,20.85,1,20.8500,,,1,1.0000,20.85,0.0058,,-38.79,1.0,80.49
2022-05-01,hRkRI5YBVIH6bbqIDTbung==,game 3,uk,19,16.44,16.44,1,16.4400,,,1,1.0000,16.44,0.0046,,-50.82,1.0,83.70
2022-05-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,uk,15,122.94,122.94,1,122.9400,,,,0.0000,,,40.41,,9.0,271.65
2022-05-01,IdKyooyTjAbvCA7p+ujKCw==,game 3,uk,19,153.54,153.54,1,153.5400,1,153.54,,0.0000,,,,,7.0,153.54
2022-05-01,ilnMSoPJHAYMegDX02XG+w==,game 3,uk,25,64.86,64.86,1,64.8600,,,1,1.0000,64.86,0.0180,10.83,,1.0,118.89
2022-05-01,J6WNl39fdxaY8ZtvV8wNkw==,game 3,uk,18,24.99,24.99,1,24.9900,,,,0.0000,,,6.57,,3.0,59.55
2022-05-01,jKSOgyMP0Yzld1pVpvyYrg==,game 3,uk,36,15.06,15.06,1,15.0600,1,15.06,1,1.0000,15.06,0.0042,,,6.0,15.06
2022-05-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,uk,25,18.06,18.06,1,18.0600,,,,0.0000,,,,-38.10,8.0,196.86
